-2.264796133225691899e-01,-4.799549295662809412e-01,-2.262990844442686611e-01,-1.686197714099550715e-01,1.738443396469019006e-02,-5.245446474130666115e-01,-3.849150062972184205e-02,-2.096644193551858437e-01,-3.358179010493192451e-01,-1.869591959214450261e-01,-5.287200972585019976e-01,-1.839746921458876583e-01,-9.545405192736521327e-01,3.144650605315041147e+00,-3.316580151466850257e-01,-3.289362749358379912e-01,-3.514051287993636974e-01,-3.408137562654651731e-01,-2.418237326764705042e-01,-2.003353358976870668e-01,-1.779464713907757123e-01,-1.699188680759322889e-01,-1.266415803640330295e-01,-1.873464519555601004e-01,-2.377336687539396420e-01,-2.783560017268693065e-01,-3.327429345206577294e-01,3.139149670154040450e+00,-3.332845968270003456e-01,-3.294817141054547371e-01,-3.508798936893752773e-01,-3.397442013980379594e-01,-2.431751309892080659e-01,-2.255081511115952786e-01,-2.084714909118440818e-01,-2.443487835223327187e-01,-1.260673235608026133e+00,0.000000000000000000e+00
-2.526268731397108280e-01,-4.799549295662809412e-01,-2.249004455935755264e-01,-1.036868646232683711e-01,1.738443396469019006e-02,-7.564999996438254160e-01,-1.203455501989455501e+00,-2.128379353590370004e-01,-3.876023628373758134e-01,-1.205271175774310088e-01,-7.605138073756763095e-01,-1.950363643734337737e-01,-1.571471201735324397e-01,-3.179073696294020812e-01,-3.316580151466850257e-01,-3.289362749358379912e-01,-3.514051287993636974e-01,-3.408137562654651731e-01,-2.418237326764705042e-01,-2.003353358976870668e-01,-1.779464713907757123e-01,-1.699188680759322889e-01,-1.266415803640330295e-01,-1.873464519555601004e-01,-2.377336687539396420e-01,-2.783560017268693065e-01,3.004444268003240825e+00,-3.184644592909895988e-01,-3.332845968270003456e-01,-3.294817141054547371e-01,-3.508798936893752773e-01,-3.397442013980379594e-01,-2.431751309892080659e-01,-2.522536187502840699e-01,-2.084714909118440818e-01,-2.443487835223327187e-01,-4.279981330647648630e-01,0.000000000000000000e+00
-2.439111198673302727e-01,-1.222522610686697320e+00,-2.130120153626838819e-01,-1.623359417209208622e-01,1.738443396469019006e-02,1.713214092792097187e-01,-3.849150062972184205e-02,-2.046774656348483157e-01,-3.483175987222984493e-01,-1.661991714389406405e-01,1.666610330930209105e-01,-1.922709463165472310e-01,6.402462789265872534e-01,-3.179073696294020812e-01,-3.316580151466850257e-01,-3.289362749358379912e-01,2.844886202301232014e+00,-3.408137562654651731e-01,-2.418237326764705042e-01,-2.003353358976870668e-01,-1.779464713907757123e-01,-1.699188680759322889e-01,-1.266415803640330295e-01,-1.873464519555601004e-01,-2.377336687539396420e-01,-2.783560017268693065e-01,-3.327429345206577294e-01,-3.184644592909895988e-01,-3.332845968270003456e-01,-3.294817141054547371e-01,2.849144736757727170e+00,-3.397442013980379594e-01,-2.431751309892080659e-01,-2.511392242653387452e-01,-2.084714909118440818e-01,-1.636991148816750036e-02,4.781621124567016212e-02,0.000000000000000000e+00
-2.406427123901875575e-01,-1.965090291807113587e+00,-2.174410383898787991e-01,-1.769982109953339988e-01,1.230746967826720661e+00,1.713214092792097187e-01,1.126472500730011816e+00,-2.024106684892403585e-01,-3.197468611840603159e-01,-1.911112008179459143e-01,1.666610330930209105e-01,-1.922709463165472310e-01,6.402462789265872534e-01,-3.179073696294020812e-01,-3.316580151466850257e-01,-3.289362749358379912e-01,2.844886202301232014e+00,-3.408137562654651731e-01,-2.418237326764705042e-01,-2.003353358976870668e-01,-1.779464713907757123e-01,-1.699188680759322889e-01,-1.266415803640330295e-01,-1.873464519555601004e-01,-2.377336687539396420e-01,-2.783560017268693065e-01,-3.327429345206577294e-01,-3.184644592909895988e-01,-3.332845968270003456e-01,-3.294817141054547371e-01,2.849144736757727170e+00,-3.397442013980379594e-01,-2.431751309892080659e-01,-2.411096739008304068e-01,-2.084714909118440818e-01,-2.117803732317376786e-01,-1.603525643901451692e-01,0.000000000000000000e+00
-2.450005890263778352e-01,-1.222522610686697320e+00,-2.244342326433444723e-01,-1.309167932757498709e-01,1.738443396469019006e-02,1.713214092792097187e-01,-3.849150062972184205e-02,-2.005972307727539872e-01,-4.536721933945513929e-01,-1.495911518529371431e-01,1.666610330930209105e-01,-1.950363643734337737e-01,6.402462789265872534e-01,-3.179073696294020812e-01,-3.316580151466850257e-01,-3.289362749358379912e-01,2.844886202301232014e+00,-3.408137562654651731e-01,-2.418237326764705042e-01,-2.003353358976870668e-01,-1.779464713907757123e-01,-1.699188680759322889e-01,-1.266415803640330295e-01,-1.873464519555601004e-01,-2.377336687539396420e-01,-2.783560017268693065e-01,-3.327429345206577294e-01,-3.184644592909895988e-01,-3.332845968270003456e-01,-3.294817141054547371e-01,2.849144736757727170e+00,-3.397442013980379594e-01,-2.431751309892080659e-01,-2.444528573556665196e-01,-2.084714909118440818e-01,-2.443487835223327187e-01,-3.685213400259604866e-01,0.000000000000000000e+00
-2.373743049130448701e-01,-1.086710890060728074e-01,-2.118464829871062605e-01,-1.497682823428524712e-01,1.738443396469019006e-02,-9.884553518745842204e-01,-3.849150062972184205e-02,-1.937968393359300601e-01,-2.197492798002269876e-01,-1.786551861284432774e-01,-9.923075174928506215e-01,-1.895055282596607160e-01,-1.571471201735324397e-01,-3.179073696294020812e-01,-3.316580151466850257e-01,-3.289362749358379912e-01,-3.514051287993636974e-01,-3.408137562654651731e-01,-2.418237326764705042e-01,-2.003353358976870668e-01,-1.779464713907757123e-01,-1.699188680759322889e-01,-1.266415803640330295e-01,-1.873464519555601004e-01,-2.377336687539396420e-01,3.591471339353996761e+00,-3.327429345206577294e-01,-3.184644592909895988e-01,-3.332845968270003456e-01,-3.294817141054547371e-01,-3.508798936893752773e-01,-3.397442013980379594e-01,-2.431751309892080659e-01,-2.377664904459943218e-01,-2.084714909118440818e-01,-2.117803732317376786e-01,-3.387829435065582984e-01,0.000000000000000000e+00
-2.624320955711389458e-01,-8.512387701264890749e-01,-2.242011261682289591e-01,-1.434844526538182896e-01,1.738443396469019006e-02,6.352321137407273000e-01,-3.849150062972184205e-02,-2.024106684892403585e-01,-3.786740073566763898e-01,-1.412871420599353944e-01,6.302484533273694511e-01,-2.005672004872068037e-01,6.402462789265872534e-01,-3.179073696294020812e-01,-3.316580151466850257e-01,-3.289362749358379912e-01,-3.514051287993636974e-01,-3.408137562654651731e-01,4.134034287183472323e+00,-2.003353358976870668e-01,-1.779464713907757123e-01,-1.699188680759322889e-01,-1.266415803640330295e-01,-1.873464519555601004e-01,-2.377336687539396420e-01,-2.783560017268693065e-01,-3.327429345206577294e-01,-3.184644592909895988e-01,-3.332845968270003456e-01,-3.294817141054547371e-01,-3.508798936893752773e-01,-3.397442013980379594e-01,4.111060198765198237e+00,-2.633975635997377607e-01,-2.084714909118440818e-01,-2.117803732317376786e-01,-2.495677539483517338e-01,0.000000000000000000e+00
-2.624320955711389458e-01,-8.512387701264890749e-01,-2.304950009963480650e-01,-1.728089912026445352e-01,1.230746967826720661e+00,8.671874659714861044e-01,2.291436502089745808e+00,-2.132912947881585863e-01,-4.715289043559502402e-01,-1.911112008179459143e-01,8.620421634445437631e-01,-2.005672004872068037e-01,3.032426476226946388e+00,-3.179073696294020812e-01,-3.316580151466850257e-01,-3.289362749358379912e-01,-3.514051287993636974e-01,-3.408137562654651731e-01,-2.418237326764705042e-01,4.990171094178750266e+00,-1.779464713907757123e-01,-1.699188680759322889e-01,-1.266415803640330295e-01,-1.873464519555601004e-01,-2.377336687539396420e-01,-2.783560017268693065e-01,-3.327429345206577294e-01,-3.184644592909895988e-01,-3.332845968270003456e-01,-3.294817141054547371e-01,-3.508798936893752773e-01,-3.397442013980379594e-01,-2.431751309892080659e-01,-2.645119580846831409e-01,-2.084714909118440818e-01,-1.792119629411426662e-01,-7.848588912975911214e-01,0.000000000000000000e+00
-2.428216507082827103e-01,1.005180432674551705e+00,-2.237349132179979050e-01,-6.388927659271845250e-02,2.444109501688751074e+00,8.671874659714861044e-01,2.291436502089745808e+00,-2.096644193551858437e-01,-3.090328346072210297e-01,-1.257499026840821869e-02,8.620421634445437631e-01,-1.895055282596607160e-01,2.235033077126826750e+00,-3.179073696294020812e-01,-3.316580151466850257e-01,-3.289362749358379912e-01,-3.514051287993636974e-01,-3.408137562654651731e-01,-2.418237326764705042e-01,4.990171094178750266e+00,-1.779464713907757123e-01,-1.699188680759322889e-01,-1.266415803640330295e-01,-1.873464519555601004e-01,-2.377336687539396420e-01,-2.783560017268693065e-01,-3.327429345206577294e-01,-3.184644592909895988e-01,-3.332845968270003456e-01,-3.294817141054547371e-01,-3.508798936893752773e-01,-3.397442013980379594e-01,-2.431751309892080659e-01,-2.422240683857757870e-01,-2.084714909118440818e-01,-2.443487835223327187e-01,-1.900909609095473574e-01,0.000000000000000000e+00
-2.341058974359021549e-01,-1.222522610686697320e+00,-1.862047707243988104e-01,-1.728089912026445352e-01,1.230746967826720661e+00,4.032767615099684955e-01,1.126472500730011816e+00,-1.761158216001879329e-01,8.381480654355279170e-02,-2.035672155074485234e-01,3.984547432101951947e-01,-1.895055282596607160e-01,1.437639678026706891e+00,-3.179073696294020812e-01,-3.316580151466850257e-01,-3.289362749358379912e-01,-3.514051287993636974e-01,2.933295924711756264e+00,-2.418237326764705042e-01,-2.003353358976870668e-01,-1.779464713907757123e-01,-1.699188680759322889e-01,-1.266415803640330295e-01,-1.873464519555601004e-01,-2.377336687539396420e-01,-2.783560017268693065e-01,-3.327429345206577294e-01,-3.184644592909895988e-01,-3.332845968270003456e-01,-3.294817141054547371e-01,-3.508798936893752773e-01,2.942530286684701402e+00,-2.431751309892080659e-01,-2.333089125062128288e-01,-2.084714909118440818e-01,-2.443487835223327187e-01,1.058921692905344658e+00,0.000000000000000000e+00
